index,name,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,speechiness,tempo,time_signature,valence
902,Creep - 2017 Remaster,Stone Temple Pilots,1992,5.5731,60,0.662,0.00483,0.662,0.485,0.000295,4,0.086,-9.161,0.0304,107.767,4,0.171
903,Ruby Soho,Rancid,1995,2.62555,59,0.505,0.0201,0.505,0.938,0.00218,7,0.177,-5.381,0.0432,161.842,4,0.961
904,California Girls - Remix/Remastered,The Beach Boys,1965,2.672666667,58,0.503,0.471,0.503,0.62,0,11,0.159,-6.069,0.0296,116.599,4,0.713
905,Plug in Baby,Muse,2001,3.633333333,66,0.408,6.94E-06,0.408,0.965,0.000402,2,0.11,-4.232,0.05,136.018,4,0.349
906,The Chemicals Between Us - Remastered,Bush,1999,3.624883333,48,0.51,0.00268,0.51,0.957,0.0697,7,0.267,-3.968,0.149,97.642,4,0.389
907,Supermassive Black Hole,Muse,2006,3.54065,73,0.668,0.0492,0.668,0.921,0.00517,7,0.0877,-3.727,0.0439,120,4,0.782
908,Money (That's What I Want) - Single Version / Mono,Barrett Strong,2004,2.632433333,48,0.646,0.25,0.646,0.93,0,5,0.154,-3.233,0.0374,132.366,4,0.946
909,Lonely Teardrops,Jackie Wilson,2006,2.7391,44,0.591,0.596,0.591,0.582,0,7,0.784,-4.554,0.129,137.221,4,0.906
910,You're Going Down,Sick Puppies,2010,3.122433333,64,0.488,0.0116,0.488,0.842,0.00127,6,0.146,-5.926,0.0469,90.003,4,0.41
911,Face to the Floor,Chevelle,2011,3.642666667,60,0.515,1.25E-05,0.515,0.857,0.0954,5,0.486,-4.582,0.0511,92.028,4,0.669
912,The Rockafeller Skank,Fatboy Slim,1998,6.898,51,0.665,0.0117,0.665,0.991,0.00392,7,0.339,-6.725,0.256,152.596,4,0.0676
913,Everyday People,Various Artists,1999,2.3251,63,0.813,0.245,0.813,0.619,0.0151,7,0.113,-8.203,0.0294,114.58,4,0.774
914,Close To Me,The Cure,1985,3.387766667,69,0.724,0.0745,0.724,0.523,0.703,11,0.0811,-11.139,0.116,185.075,4,0.965
915,Mother,Danzig,1988,3.414433333,69,0.365,0.00726,0.365,0.763,0.000457,11,0.0865,-9.45,0.0591,148.366,4,0.342
916,The Show Must Go On - Remastered 2011,Queen,1991,4.630433333,56,0.306,0.414,0.306,0.686,0,11,0.112,-6.928,0.0347,83.402,4,0.175
917,Don't Worry Baby - Remastered 2001,The Beach Boys,1964,2.832216667,64,0.487,0.0666,0.487,0.464,0.00531,4,0.105,-9.821,0.03,121.242,4,0.851
918,"Rock and Roll, Hoochie Koo",Rick Derringer,1973,3.7551,53,0.435,0.15,0.435,0.882,0.00837,9,0.0992,-8.996,0.0908,199.263,4,0.56
919,Block Rockin' Beats,The Chemical Brothers,2008,4.900433333,55,0.606,0.0206,0.606,0.977,0.5,1,0.179,-3.642,0.06,109.41,4,0.809
920,Nookie,Limp Bizkit,1999,4.826,66,0.573,0.00218,0.573,0.929,0.0723,11,0.718,-5.996,0.082,97.57,4,0.284
921,Already Gone - 2013 Remaster,Eagles,1974,4.25575,57,0.465,0.00591,0.465,0.812,0.000494,7,0.408,-6.398,0.0467,146.2,4,0.811
922,Cheap Sunglasses,ZZ Top,2014,2.674433333,36,0.702,0.133,0.702,0.581,0.000124,5,0.284,-10.694,0.0553,94.267,4,0.93
923,Do You Realize??,The Flaming Lips,2002,3.552883333,64,0.464,0.006,0.464,0.797,0.000304,0,0.392,-5.244,0.0333,129.964,4,0.547
924,Someday,Nickelback,2003,3.457766667,70,0.455,0.000616,0.455,0.858,0.000247,11,0.226,-5.659,0.0391,163.118,4,0.597
925,West End Girls - 2001 Remaster,Pet Shop Boys,2003,4.089333333,35,0.648,0.0114,0.648,0.947,0.0567,4,0.105,-6.617,0.0369,113.255,4,0.602
926,Rainy Day Women #12 & 35,Bob Dylan,1966,4.567766667,49,0.556,0.458,0.556,0.592,0,5,0.0637,-7.378,0.0338,94.889,4,0.587
927,Prayer,Disturbed,2002,3.64955,57,0.65,0.000642,0.65,0.914,1.23E-06,9,0.0251,-4.672,0.0716,99.107,4,0.586
928,The Letter,The Box Tops,1967,1.88,63,0.638,0.252,0.638,0.428,0,9,0.132,-12.156,0.0687,139.434,4,0.901
929,The Trooper - 2015 Remaster,Iron Maiden,1983,4.212216667,72,0.285,0.0318,0.285,0.908,0.00909,4,0.311,-4.601,0.0705,159.756,4,0.669
930,Cars,Gary Numan,1979,3.981766667,64,0.546,0.0114,0.546,0.578,6.54E-05,2,0.0692,-8.745,0.0406,128.037,4,0.819
931,The Long Run - 2013 Remaster,Eagles,1979,3.687233333,56,0.803,0.139,0.803,0.521,0.00899,0,0.081,-7.775,0.0276,99.46,4,0.969
932,Big Yellow Taxi,Joni Mitchell,1970,2.246666667,70,0.611,0.579,0.611,0.47,0,4,0.581,-9.135,0.0356,85.527,4,0.97
933,Blue Suede Shoes,Elvis Presley,1956,1.986666667,61,0.557,0.654,0.557,0.66,1.66E-06,2,0.138,-7.706,0.056,95.252,4,0.962
934,Green-Eyed Lady,Sugarloaf,1970,3.662666667,50,0.564,0.178,0.564,0.523,0.0303,7,0.0624,-12.908,0.122,149.304,4,0.89
935,Yakety Yak,The Coasters,2005,1.884,58,0.715,0.705,0.715,0.669,0.000732,7,0.044,-9.491,0.128,120.789,4,0.976
936,Share the Land,The Guess Who,1970,3.926666667,43,0.445,0.561,0.445,0.743,2.59E-06,6,0.524,-3.692,0.0294,80.19,4,0.677
937,Black Betty,Ram Jam,1990,3.964883333,67,0.465,0.018,0.465,0.865,0.00135,11,0.0769,-9.573,0.098,117.528,4,0.677
938,Devil Inside,INXS,1987,5.228433333,55,0.588,0.000818,0.588,0.584,0.458,0,0.104,-7.526,0.037,150.795,4,0.537
939,All Mixed Up,311,1995,2.993333333,62,0.76,0.0104,0.76,0.702,0,10,0.38,-9.404,0.0716,92.324,4,0.659
940,Could You Be Loved,Bob Marley & The Wailers,1980,3.95,76,0.916,0.36,0.916,0.72,0.00016,0,0.0958,-8.548,0.1,103.312,4,0.76
941,Sour Times,Portishead,1994,4.204433333,60,0.698,0.0508,0.698,0.633,0.272,8,0.264,-6.68,0.0406,94.085,4,0.55
942,I Ran,Various Artists,2008,3.671766667,56,0.525,0.000466,0.525,0.858,0.878,9,0.166,-4.927,0.0345,145.492,4,0.669
943,Urgent,Foreigner,1981,4.52,59,0.855,0.342,0.855,0.803,0.00732,4,0.0841,-5.849,0.0316,114.867,4,0.962
944,In Memory Of Elizabeth Reed,Allman Brothers Band,1970,6.984883333,47,0.376,0.062,0.376,0.755,0.869,9,0.057,-10.266,0.0327,113.857,4,0.793
945,Learning to Fly,Pink Floyd,1987,4.868,58,0.441,0.25,0.441,0.56,0.0296,0,0.151,-13.681,0.0361,166.585,4,0.476
946,Lakini's Juice,Live,1997,4.987766667,52,0.375,4.07E-05,0.375,0.68,0.0908,1,0.0851,-7.015,0.0441,91.424,4,0.367
947,Still...You Turn Me On - 2014 Remastered Version,"Emerson, Lake & Palmer",2016,2.87265,40,0.437,0.588,0.437,0.212,1.01E-06,7,0.179,-16.543,0.0348,120.792,4,0.297
948,Back on the Chain Gang - 2007 Remaster,Pretenders,1984,3.852,66,0.598,0.116,0.598,0.901,0.0401,2,0.178,-6.081,0.0359,153.24,4,0.814
949,21 Guns,Green Day,2009,5.35155,76,0.268,0.0518,0.268,0.742,0,5,0.626,-4.939,0.0355,159.779,4,0.416
950,Hey Jealousy,Gin Blossoms,1992,3.940666667,54,0.479,0.000236,0.479,0.787,4.20E-06,6,0.331,-8.438,0.0405,152.875,4,0.45
951,"Take My Breath Away - Love Theme from ""Top Gun""",Various Artists,1999,4.262216667,71,0.497,0.0613,0.497,0.719,0,6,0.411,-9.397,0.0266,95.769,4,0.547
952,Hocus Pocus,Focus,2001,6.714433333,54,0.262,0.0218,0.262,0.818,0.916,2,0.276,-5.538,0.152,183.629,4,0.395
953,Stop,Jane's Addiction,1990,4.247316667,56,0.433,0.0116,0.433,0.752,0.000667,9,0.59,-8.365,0.113,122.901,4,0.362
954,Under the Milky Way,The Church,1988,4.96,62,0.578,0.0548,0.578,0.583,0.199,9,0.125,-13.416,0.0269,135.986,4,0.519
955,Animal,Def Leppard,1987,4.076,62,0.583,0.00153,0.583,0.921,0.0178,11,0.188,-5.215,0.0468,119.526,4,0.613
956,Drive,The Cars,1984,3.908216667,69,0.582,0.124,0.582,0.606,0.00139,6,0.151,-9.961,0.0289,111.441,5,0.504
957,Girls & Boys - Live At The BBC,Blur,2019,4.31435,20,0.585,0.027,0.585,0.567,0,7,0.0418,-19.242,0.0461,124.237,4,0.651
958,Good Times - 2018 Remaster,CHIC,2018,8.1031,54,0.869,0.0818,0.869,0.503,0.00837,2,0.187,-12.804,0.0479,112.664,4,0.914
959,Cuts Like A Knife,Bryan Adams,1983,5.3,42,0.468,0.0199,0.468,0.462,4.48E-06,7,0.584,-17.189,0.0262,95.99,4,0.588
960,C’Mon Everybody,Eddie Cochran,1960,1.970433333,57,0.627,0.121,0.627,0.7,0.0111,3,0.188,-9.657,0.0522,175.33,4,0.856
961,What It Takes,Aerosmith,1994,5.182883333,52,0.528,0.00424,0.528,0.729,7.74E-05,5,0.421,-6.319,0.0278,142.875,4,0.347
962,Keep A Knockin',Little Richard,2008,2.273766667,41,0.329,0.0153,0.329,0.937,7.11E-06,8,0.0907,-8.119,0.104,170.784,4,0.96
963,Armageddon It - Remastered 2017,Def Leppard,1987,5.3811,53,0.65,0.000798,0.65,0.921,0.0298,9,0.134,-6.014,0.0359,119.8,4,0.648
964,Rocket 88,Elvis Presley,2018,2.786433333,32,0.536,0.591,0.536,0.642,0.00185,10,0.162,-8.3,0.0702,77.197,4,0.814
965,You Sexy Thing,Hot Chocolate,1975,4.082,71,0.791,0.522,0.791,0.734,0.00165,5,0.167,-5.464,0.0629,105.854,4,0.962
966,Going Under,Evanescence,2003,3.582433333,70,0.37,0.00815,0.37,0.858,2.12E-05,11,0.229,-4.885,0.0545,175.077,4,0.464
967,Cowboys from Hell,Pantera,1990,4.058883333,71,0.415,0.00437,0.415,0.908,0.0345,2,0.082,-9.701,0.0765,114.816,4,0.437
968,No Matter What - Remastered 2010,Badfinger,1970,3.0091,57,0.529,0.177,0.529,0.743,0,9,0.0759,-5.523,0.0481,116.817,4,0.78
969,Hit Me With Your Best Shot,Pat Benatar,1980,2.854433333,69,0.741,0.117,0.741,0.58,3.31E-05,4,0.212,-9.05,0.0304,127.402,4,0.944
970,Cherry Pie,Warrant,1990,3.350433333,66,0.472,0.0372,0.472,0.946,0,2,0.352,-4.591,0.145,177.489,4,0.486
971,Lay Me Down - The Song Recorded Live @ TGL Farms,Rome Ramirez,2020,3.4275,24,0.669,0.585,0.669,0.562,0,7,0.121,-8.016,0.0772,80.517,4,0.835
972,Shimmer,Fuel,1998,3.567766667,56,0.48,0.00238,0.48,0.792,0,7,0.169,-6.443,0.0411,114.605,4,0.465
973,Photograph,Nickelback,2005,4.315333333,68,0.513,0.000932,0.513,0.877,0.000163,8,0.136,-3.756,0.0292,145.919,4,0.389
974,Bigmouth Strikes Again - 2011 Remaster,The Smiths,1986,3.222,66,0.401,0.0704,0.401,0.901,0,1,0.538,-5.011,0.041,134.799,4,0.839
975,All These Things That I've Done,The Killers,2004,5.026216667,64,0.557,0.00156,0.557,0.728,5.13E-06,6,0.118,-6.181,0.0405,118.241,4,0.216
976,Such Great Heights - Remastered,The Postal Service,2003,4.441766667,57,0.641,0.0487,0.641,0.808,0.191,5,0.065,-7.268,0.0512,174.981,4,0.172
977,Higher Ground,Stevie Wonder,1973,3.71,64,0.716,0.0631,0.716,0.85,0.00133,8,0.189,-9.949,0.0426,125.474,4,0.821
978,Roll On Down The Highway,Bachman-Turner Overdrive,1974,3.963333333,49,0.475,0.00333,0.475,0.823,0.00839,7,0.311,-11.994,0.029,138.981,4,0.881
979,Reet Petite,Jackie Wilson,1958,2.820666667,59,0.664,0.447,0.664,0.66,0,5,0.298,-6.526,0.13,84.345,4,0.873
980,Ring of Fire,Johnny Cash,1963,2.640433333,71,0.659,0.623,0.659,0.585,0.000213,7,0.348,-8.189,0.0288,104.111,4,0.784
981,Pride and Joy,Stevie Ray Vaughan,1983,3.659766667,67,0.427,0.0274,0.427,0.626,0.00395,8,0.106,-11.821,0.0385,126.877,4,0.743
982,What I Like About You,The Romantics,1990,2.923333333,66,0.542,0.319,0.542,0.915,5.34E-05,9,0.171,-9.637,0.0549,159.81,4,0.92
983,Up On Cripple Creek - Remastered 2000,The Band,1969,4.58155,42,0.72,0.226,0.72,0.716,0.00335,9,0.0932,-8.773,0.0723,144.376,4,0.953
984,Brown Eyed Handsome Man,Chuck Berry,1957,2.2851,39,0.515,0.919,0.515,0.902,6.25E-06,3,0.17,-7.085,0.202,180.07,4,0.873
985,Left of the Dial - 2008 Remaster,The Replacements,1985,3.719766667,37,0.264,0.00391,0.264,0.953,0.012,9,0.179,-7.531,0.098,150.795,4,0.316
986,Heartbreaker,Pat Benatar,1979,3.489333333,60,0.466,0.285,0.466,0.588,9.94E-06,5,0.0535,-10.666,0.0812,156.131,4,0.882
987,So Lonely,The Police,1978,4.826433333,65,0.541,0.0123,0.541,0.571,1.55E-06,7,0.0933,-8.308,0.16,77.335,4,0.73
988,If You Could Only See,Tonic,1996,4.35865,65,0.433,0.00264,0.433,0.946,0,10,0.198,-5.138,0.0398,95.169,4,0.578
989,The Loco-Motion - Single Version,Various Artists,1963,2.4771,47,0.636,0.674,0.636,0.893,0.00143,3,0.176,-6.311,0.047,129.664,4,0.887
990,Just Like Honey,The Jesus and Mary Chain,1985,3.04155,64,0.341,8.02E-05,0.341,0.552,0.616,8,0.0591,-10.503,0.0423,121.361,4,0.486
991,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,1990,5.587333333,65,0.55,0.0564,0.55,0.618,2.62E-05,7,0.0937,-9.822,0.0307,78.61,4,0.429
992,Doll Parts,Hole,1994,3.532666667,60,0.245,0.147,0.245,0.542,4.05E-06,7,0.102,-7.159,0.0324,204.824,4,0.365
993,Even Better Than The Real Thing,U2,1991,3.68955,50,0.505,0.00112,0.505,0.759,0.000365,7,0.168,-6.871,0.0303,128.63,4,0.65
994,Sunny Afternoon - Mono Mix,The Kinks,1966,3.50875,67,0.595,0.102,0.595,0.465,0,2,0.0641,-8.412,0.026,124.991,4,0.492
995,Give Peace A Chance - 2010 Remaster,Various Artists,2020,4.84155,7,0.449,0.318,0.449,0.872,0,1,0.722,-11.472,0.117,84.335,4,0.201
996,Drops of Jupiter (Tell Me),Train,2001,4.332216667,78,0.468,0.154,0.468,0.64,0,0,0.154,-5.862,0.0275,79.297,4,0.499
997,You Could Be Mine,Guns N' Roses,1991,5.727333333,69,0.35,0.00876,0.35,0.985,0.551,10,0.36,-5.676,0.122,151.007,4,0.323
998,Baby Love,The Supremes,1964,2.634,68,0.595,0.76,0.595,0.643,0,5,0.538,-9.275,0.0365,135.633,4,0.73
999,Sex Type Thing - 2017 Remaster,Stone Temple Pilots,1992,3.630216667,59,0.404,1.39E-06,0.404,0.925,0.628,9,0.0418,-7.336,0.041,134.177,4,0.773
1000,What's Up?,4 Non Blondes,1992,4.92555,79,0.565,0.161,0.565,0.564,0,2,0.114,-10.044,0.0292,134.355,4,0.454
1001,Killing Me Softly with His Song,Roberta Flack,1973,4.782,73,0.477,0.727,0.477,0.381,0,5,0.0615,-10.237,0.0342,121.568,4,0.329
1002,Layla (Eric Clapton - Instrumental Unplugged),Michael Marc,2010,3.7894,26,0.413,0.901,0.413,0.19,0.867,2,0.086,-10.304,0.0545,204.71,4,0.391
1003,Shapes of Things - 2015 Remaster,The Yardbirds,1964,2.432666667,44,0.432,0.249,0.432,0.823,0.00572,0,0.0953,-9.216,0.116,132.21,4,0.381
1004,The Rock Show,blink-182,2001,2.86,67,0.41,0.000324,0.41,0.959,0,9,0.0766,-4.563,0.0869,193.155,4,0.83
1005,April Sun in Cuba,Dragon,1977,3.466,63,0.786,0.0642,0.786,0.552,3.08E-05,2,0.299,-13.885,0.0658,121.422,4,0.905
1006,Crawling In The Dark,Hoobastank,2001,2.920433333,65,0.57,0.000273,0.57,0.915,8.48E-05,6,0.178,-4.802,0.105,93.54,4,0.676
1007,Fairytale of New York (In the Style Of 'The Pogues Featuring Kirsty Maccoll'),Boggle Karaoke,2010,4.053533333,12,0.402,0.323,0.402,0.466,0.899,2,0.239,-9.851,0.03,120.014,3,0.35
1008,Duality,Slipknot,2004,4.210216667,77,0.354,0.000237,0.354,0.982,0.000294,4,0.204,-3.026,0.168,143.772,4,0.194
1009,Rumble,Link Wray,2019,2.428433333,28,0.55,0.0886,0.55,0.627,0.000142,9,0.125,-10.219,0.034,84.834,4,0.494
1010,Dead & Bloated,Various Artists,2018,5.1711,53,0.563,0.000154,0.563,0.808,7.22E-05,7,0.0926,-7.876,0.0549,123.013,3,0.553
1011,Statesboro Blues - Live at Painters Mill Music Fair - 10-17-71,Allman Brothers Band,2020,5.018433333,31,0.244,0.418,0.244,0.605,0.75,2,0.123,-11.321,0.0562,123.508,4,0.348
1012,Squeeze Box,The Who,1975,2.690666667,47,0.627,0.504,0.627,0.882,0.000103,7,0.0882,-5.443,0.031,133.231,4,0.768
1013,Rock and Roll Ain't Noise Pollution,AC/DC,1980,4.434,65,0.576,0.041,0.576,0.659,0,9,0.0587,-5.617,0.0383,94.853,4,0.717
1014,Summer in the City - Remastered,The Lovin' Spoonful,1966,2.671766667,64,0.423,0.0592,0.423,0.681,0.000177,10,0.0889,-9.756,0.0397,110.461,4,0.559
1015,Down By The Water - Demo,PJ Harvey,2020,3.098883333,31,0.772,0.108,0.772,0.381,0.135,9,0.0823,-15.847,0.0483,122.438,4,0.863
1016,All I Want Is You,U2,1988,6.498883333,63,0.239,0.106,0.239,0.442,0.0411,1,0.0738,-11.494,0.0308,185.723,4,0.4
1017,The Song Remains the Same - 1990 Remaster,Led Zeppelin,1973,5.501766667,51,0.267,0.053,0.267,0.78,0.192,7,0.271,-8.777,0.055,144.292,4,0.674
1018,I Shot The Sheriff - Live At The Roxy,Bob Marley & The Wailers,2003,6.558,56,0.727,0.533,0.727,0.795,0.000105,6,0.71,-5.226,0.115,139.57,4,0.772
1019,Can't Fight This Feeling,REO Speedwagon,1984,4.912883333,74,0.408,0.155,0.408,0.48,1.82E-05,9,0.0877,-11.017,0.0266,156.344,4,0.19
1020,Smooth Criminal,Alien Ant Farm,2001,3.487766667,74,0.653,0.00316,0.653,0.964,0.00512,9,0.144,-4.261,0.0582,126.928,4,0.87
1021,Some Kind Of Wonderful - Remastered 1999,Grand Funk Railroad,1999,3.378883333,62,0.855,0.144,0.855,0.691,0,2,0.36,-6.51,0.0514,121.472,4,0.647
1022,Bastards of Young - 2008 Remaster,The Replacements,1985,3.634433333,50,0.438,0.00573,0.438,0.916,1.07E-06,4,0.334,-8.318,0.124,143.101,4,0.391
1023,Jungle Love,Steve Miller Band,1977,3.126666667,54,0.495,0.198,0.495,0.697,0.000914,7,0.75,-12.325,0.218,145.827,4,0.832
1024,Bad Medicine,Bon Jovi,1988,5.278433333,68,0.555,0.048,0.555,0.973,0,9,0.0853,-3.804,0.035,118.642,4,0.805
1025,Green River,Creedence Clearwater Revival,1969,2.568666667,67,0.702,0.0312,0.702,0.772,0.00837,9,0.0809,-9.677,0.0277,141.694,4,0.973
1026,Badlands,Bruce Springsteen,1978,4.040883333,58,0.609,0.0862,0.609,0.778,1.16E-05,4,0.278,-7.548,0.0485,122.614,4,0.853
1027,This Flight Tonight - 2010 - Remaster,Nazareth,1973,3.404433333,49,0.508,0.00541,0.508,0.656,0.268,7,0.132,-6.652,0.0396,134.052,4,0.633
1028,Personality Crisis,New York Dolls,1973,3.691766667,52,0.429,0.0321,0.429,0.914,9.26E-05,7,0.436,-9.594,0.0505,155.588,4,0.685
1029,Welcome to the Black Parade,My Chemical Romance,2006,5.1851,77,0.217,0.000289,0.217,0.905,0.00011,2,0.222,-4.103,0.0752,96.95,4,0.236
1030,The Fixer,Pearl Jam,2009,2.959333333,56,0.515,7.94E-05,0.515,0.934,0.0047,11,0.327,-5.079,0.0371,152.24,3,0.894
1031,Thunder Kiss '65,White Zombie,1992,3.901333333,65,0.684,0.000613,0.684,0.851,0.0029,9,0.535,-9.792,0.0407,112.662,4,0.512
1032,Against The Wind,Bob Seger,1980,5.562,64,0.674,0.28,0.674,0.771,0.0318,7,0.133,-5.612,0.0246,109.618,4,0.718
1033,Ride My See-Saw,The Moody Blues,1968,3.653766667,47,0.334,0.0805,0.334,0.872,0.301,5,0.847,-10.4,0.0371,154.816,4,0.788
1034,Whiskey In The Jar,Metallica,1998,5.078216667,72,0.511,5.60E-06,0.511,0.97,0.00136,10,0.18,-3.72,0.0414,132.986,4,0.566
1035,For Whom The Bell Tolls - Live,Metallica,2020,4.610666667,40,0.276,7.55E-06,0.276,0.949,0.109,1,0.876,-7.676,0.0867,131.589,4,0.118
1036,Stagger Lee,Lloyd Price,1994,2.416,48,0.396,0.675,0.396,0.618,0,3,0.0982,-8.209,0.0311,69.835,4,0.824
1037,Eyes Without A Face,Billy Idol,1983,4.987333333,68,0.391,0.0177,0.391,0.815,0.00226,9,0.276,-6.197,0.0518,84.383,4,0.647
1038,We Are Family,Sister Sledge,1979,3.612216667,70,0.784,0.3,0.784,0.893,1.57E-05,7,0.272,-5.153,0.0923,118.738,4,0.819
1039,Breakfast At Tiffany's,Deep Blue Something,1995,4.28955,68,0.622,0.11,0.622,0.829,0,2,0.0954,-5.548,0.029,110.367,4,0.539
1040,People Are People - 2006 Remaster,Depeche Mode,1984,3.868,52,0.679,0.0875,0.679,0.829,2.46E-06,9,0.318,-7.288,0.0604,119.96,4,0.812
1041,Lips Like Sugar,Echo & the Bunnymen,1987,4.864433333,52,0.552,0.00448,0.552,0.934,0.0212,4,0.258,-4.039,0.0299,130.001,4,0.863
1042,Streets of Philadelphia - Single Edit,Bruce Springsteen,1995,3.251333333,73,0.741,0.294,0.741,0.29,0.118,5,0.0924,-13.251,0.0302,93.699,4,0.443
1043,Just Like You,Three Days Grace,2007,3.114883333,61,0.373,9.40E-06,0.373,0.737,0,1,0.0696,-5.282,0.0297,177.9,4,0.565
1044,Bandages,Hot Hot Heat,2002,3.538883333,49,0.376,0.00757,0.376,0.947,0,4,0.107,-3.778,0.0902,150.212,4,0.859
1045,Birdhouse in Your Soul,They Might Be Giants,1990,3.315333333,58,0.61,0.00381,0.61,0.819,7.92E-06,8,0.285,-8.323,0.0666,100.057,4,0.454
1046,Rag Doll,Aerosmith,1987,4.428216667,60,0.579,0.583,0.579,0.954,0,4,0.139,-3.947,0.0558,93.448,4,0.583
1047,Thick as a Brick (Pt. I) - 1997 Remaster,Jethro Tull,1972,22.6671,47,0.435,0.158,0.435,0.466,0.00315,5,0.132,-10.856,0.0557,92.516,4,0.646
1048,Civil War,Guns N' Roses,1991,7.70155,68,0.336,0.0793,0.336,0.787,0.0648,10,0.32,-8.803,0.0732,140.003,4,0.383
1049,Elevation,U2,2000,3.7771,59,0.578,0.000974,0.578,0.807,0.000416,9,0.0526,-8.078,0.0361,110.053,4,0.384
1050,The Sound of Winter - Live,Bush,2020,5.085633333,21,0.411,3.06E-05,0.411,0.76,1.21E-05,4,0.97,-8.583,0.0456,120.106,4,0.24
1051,Welcome Home (Sanitarium) - Remastered,Metallica,1986,6.452433333,59,0.306,0.000324,0.306,0.766,0.101,0,0.102,-9.693,0.0329,96.668,4,0.42
1052,Freewill,Rush,1980,5.363333333,56,0.485,0.0113,0.485,0.935,3.89E-05,2,0.331,-7.005,0.0696,155.61,4,0.68
1053,How Many More Times - 1993 Remaster,Led Zeppelin,1969,8.466666667,53,0.322,0.114,0.322,0.68,0.0245,9,0.434,-11.349,0.061,142.748,4,0.518
1054,Only Women Bleed,Alice Cooper,1975,3.51555,48,0.334,0.535,0.334,0.476,0.019,7,0.278,-8.497,0.0308,147.532,4,0.189
1055,Bound For The Floor,Local H,2011,3.720216667,49,0.627,0.000105,0.627,0.489,0.00283,6,0.0537,-7.52,0.0557,119.201,4,0.543
1056,Thirteen,Big Star,1972,2.577766667,53,0.457,0.674,0.457,0.268,5.77E-06,0,0.11,-14.371,0.0319,117.141,4,0.348
1057,Be Yourself,Audioslave,2005,4.64955,70,0.423,0.143,0.423,0.845,5.07E-06,11,0.213,-3.509,0.0559,116.602,4,0.317
1058,Golden Slumbers / Carry That Weight - Takes 1-3 / Medley,The Beatles,2019,3.341766667,41,0.561,0.674,0.561,0.202,0.00102,0,0.147,-14.609,0.0331,81.134,4,0.235
1059,Rip It Up,Little Richard,1957,2.356666667,52,0.895,0.672,0.895,0.636,3.31E-06,5,0.0207,-6.043,0.06,95.922,4,0.967
1060,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,1975,3.285766667,73,0.737,0.0588,0.737,0.495,9.12E-06,1,0.0542,-13.489,0.027,104.409,4,0.967
1061,Rikki Don't Lose That Number,Steely Dan,1974,4.518216667,62,0.656,0.518,0.656,0.462,0.000137,11,0.091,-14.072,0.0373,116.049,4,0.642
1062,Down by the River - 2009 Remaster,Neil Young,1969,9.3031,60,0.465,0.0836,0.465,0.466,0.0427,9,0.0911,-8.098,0.0333,164.315,4,0.555
1063,Dig,Incubus,2006,4.28755,61,0.45,0.0293,0.45,0.895,0,11,0.116,-4.739,0.0386,77.577,4,0.463
1064,"It's A Man's, Man's, Man's World",James Brown,1991,2.784433333,52,0.646,0.665,0.646,0.35,0.000122,8,0.0472,-11.539,0.0486,80.882,3,0.552
1065,What's Your Name,Lynyrd Skynyrd,1977,3.554433333,53,0.646,0.602,0.646,0.574,4.19E-05,7,0.135,-9.352,0.0285,135.175,4,0.933
1066,Brick House,Commodores,1977,3.48155,65,0.831,0.0731,0.831,0.782,0.0171,4,0.032,-10.48,0.0595,107.877,4,0.631
1067,Tomorrow Never Knows - Remastered 2009,The Beatles,1966,2.992433333,57,0.38,8.40E-05,0.38,0.829,0.00208,5,0.342,-6.105,0.0405,125.887,4,0.0534
1068,Everyday,Buddy Holly,2018,2.294216667,22,0.594,0.271,0.594,0.291,0.0221,3,0.108,-12.184,0.0338,134.972,4,0.739
1069,Girls,Beastie Boys,1986,2.211766667,58,0.873,0.777,0.873,0.808,0,0,0.357,-6.729,0.0466,139.676,4,0.933
1070,Aeroplane,Red Hot Chili Peppers,1995,4.7511,63,0.639,0.0446,0.639,0.839,3.74E-06,5,0.468,-4.703,0.0634,101.447,4,0.603
1071,Hurt,Nine Inch Nails,1994,6.26555,58,0.49,0.773,0.49,0.158,0.0227,9,0.121,-18.148,0.04,79.833,4,0.0826
1072,No More Mr. Nice Guy,Alice Cooper,1973,3.13155,60,0.498,0.0936,0.498,0.515,0,11,0.1,-11.985,0.0395,127.761,4,0.616
1073,Cum on Feel the Noize,Quiet Riot,1996,4.79,67,0.441,0.000183,0.441,0.908,0.00328,11,0.0612,-4.627,0.115,145.439,4,0.632
1074,Le Freak,CHIC,1978,5.45955,1,0.867,0.0453,0.867,0.746,0,7,0.123,-7.445,0.0475,118.616,4,0.933
1075,Smoke Two Joints,Sublime,1992,2.890433333,62,0.761,0.00469,0.761,0.687,0.00532,7,0.245,-6.185,0.131,95.089,4,0.316
1076,Broken - Originally Performed By Seether Ft. Amy Lee,B the Star,2011,4.449,4,0.526,0.0177,0.526,0.382,0.718,3,0.118,-9.655,0.0304,124.014,4,0.205
1077,Walk Away,James Gang,1971,3.5449,57,0.6,0.018,0.6,0.843,0.199,8,0.34,-7.455,0.0351,102.323,4,0.916
1078,Miss Murder,AFI,2006,3.4431,70,0.308,0.00022,0.308,0.873,0.000729,8,0.0974,-4.542,0.0533,143.519,4,0.686
